identifier	name
R_r2210	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2211	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2212	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2213	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2214	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2215	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2216	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2217	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2218	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2219	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2220	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2221	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2222	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2223	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2224	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2225	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2226	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2227	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2228	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2229	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2230	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2231	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2232	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2233	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2234	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2235	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2239	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2240	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2241	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2242	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2243	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2244	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2245	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2246	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2247	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2248	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2249	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2250	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2251	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2252	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2253	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2254	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2255	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2256	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2257	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2258	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2259	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2260	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2261	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2262	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2263	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2264	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2265	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2266	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2267	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2268	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2269	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2270	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2271	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2272	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2273	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2274	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2275	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2276	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2277	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2278	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2279	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2280	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2281	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2282	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2283	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2284	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2285	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2286	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2287	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2288	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2289	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2290	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2291	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2292	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2293	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2294	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2295	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2296	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2297	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2298	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2299	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2300	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2301	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2302	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2303	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2304	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2305	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2306	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2307	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5
R_r2308	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2309	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2310	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2311	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2312	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2313	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2314	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2316	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2317	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2318	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2319	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2320	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2321	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2322	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2323	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2324	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2325	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2326	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2327	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2328	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2329	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2330	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2331	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2332	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2333	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2334	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2335	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2
R_r2338	Major Facilitator(MFS) TCDB:2.A.1.19.1
R_r2341	Organic anion transporter 5 Utilized transport
R_r2342	Organic anion transporter 5 Utilized transport
R_r2343	Organic anion transporter 5 Utilized transport
R_r2344	Organic anion transporter 5 Utilized transport
R_r2347	Organic anion transporter 5 Utilized transport
R_r2352	Organic anion transporter 5 Utilized transport
R_r2353	Organic anion transporter 5 Utilized transport
R_r2354	Organic anion transporter 5 Utilized transport
R_r2355	Organic anion transporter 5 Utilized transport
R_r2356	Organic anion transporter 5 Utilized transport
R_r2357	Organic anion transporter 5 Utilized transport
R_r2358	Organic anion transporter 5 Utilized transport
R_r2359	Organic anion transporter 5 Utilized transport
R_r2360	Organic anion transporter 5 Utilized transport
R_r2361	Organic anion transporter 5 Utilized transport
R_r2362	Organic anion transporter 5 Utilized transport
R_r2363	Organic anion transporter 5 Utilized transport
R_r2364	Organic anion transporter 5 Utilized transport
R_r2365	Organic anion transporter 5 Utilized transport
R_r2366	Organic anion transporter 5 Utilized transport
R_r2367	Organic anion transporter 5 Utilized transport
R_r2368	Organic anion transporter 5 Utilized transport
R_r2369	Organic anion transporter 5 Utilized transport
R_r2371	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2372	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2373	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2374	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2375	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2376	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2377	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2378	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2379	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2380	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2381	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2382	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2384	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2385	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2386	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2387	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2388	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2389	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2390	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2391	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2392	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2393	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2394	Mitochondrial Carrier (MC) TCDB:2.A.29.7.2
R_r2395	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2396	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2397	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2398	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2399	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2400	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2401	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2402	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2403	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2404	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2405	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2406	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2407	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2408	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2409	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2410	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2411	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2413	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2416	Mitochondrial Carrier (MC) TCDB:2.A.29.19.1
R_r2419	Mitochondrial Carrier (MC) TCDB:2.A.29.2.7
R_r2420	Mitochondrial Carrier (MC) TCDB:2.A.29.2.7
R_r2425	Mitochondrial Carrier (MC) TCDB:2.A.29.16.1
R_r2433	Mitochondrial Carrier (MC) TCDB:2.A.29.8.3
R_r2447	Concentrative Nucleoside Transporter (CNT) TCDB:2.A.41.2.3
R_r2449	Concentrative Nucleoside Transporter (CNT) TCDB:2.A.41.2.4
R_r2465	Cation Diffusion Facilitator (CDF) TCDB:2.A.4.2.3
R_r2471	Major Facilitator(MFS) TCDB:2.A.18.8.1
R_r2472	Major Facilitator(MFS) TCDB:2.A.1.4.7
R_r2473	Major Facilitator(MFS) TCDB:2.A.1.4.5
R_r2482	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2483	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2484	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2485	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2486	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2487	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2488	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2489	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2490	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2491	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2492	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2493	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2494	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2495	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2496	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14
R_r2499	ATP-binding Cassette (ABC) TCDB:3.A.1.203.3
R_r2501	ATP-binding Cassette (ABC) TCDB:3.A.1.203.3
R_r2502	ATP-binding Cassette (ABC) TCDB:3.A.1.203.3
R_r2503	ATP-binding Cassette (ABC) TCDB:3.A.1.203.3
R_r2505	ATP-binding Cassette (ABC) TCDB:3.A.1.208.8
R_r2506	Utilized transport
R_r2507	Utilized transport
R_r2508	Utilized transport
R_r2509	Utilized transport
R_r2510	Utilized transport
R_r2511	Utilized transport
R_r2512	Utilized transport
R_r2513	Utilized transport
R_r2514	Utilized transport
R_r2516	Major Facilitator(MFS) TCDB:2.A.1.13.1
R_r2517	ATP-binding Cassette (ABC) TCDB:3.A.1.203.1
R_r2518	ATP-binding Cassette (ABC) TCDB:3.A.1.203.1
R_r2519	Utilized transport
R_r2520	Mitochondrial Carrier (MC) TCDB:2.A.29.2.1
R_r2521	Utilized transport
R_r2525	Major Facilitator(MFS) TCDB:2.A.1.44.1
R_r2526	Major Facilitator(MFS) TCDB:2.A.1.44.1
R_r2532	Major Facilitator(MFS) TCDB:2.A.1.44.1
R_r2534	Major Facilitator(MFS) TCDB:2.A.1.44.1
R_r2535	Major Facilitator(MFS) TCDB:2.A.1.44.1
R_r2537	Utilized transport
R_r2538	Utilized transport
R_r2539	Postulated transport reaction
R_RIBFLVte	release of riboflavin into the portal blood.
R_RTOTAL2FATPc	uptake of Rtotal2 by enterocytes
R_RTOTAL2t	RTOTAL2 transport
R_RTOTAL3FATPc	uptake of Rtotal3 by enterocytes
R_RTOTAL3t	RTOTAL3 transport
R_RTOTALFATPc	uptake of Rtotal by enterocytes
R_RTOTALt	RTOTAL transport
R_SBCOAACOTx	thioesterification of suberyl coa for release into cytosol
R_SBT_Dtde	D-sorbitol transport, extracellular
R_SCP21cx	transport of phytanoylcoa from cytosol to peroxisomes.
R_SEBACACT	activation of sebacic acidd
R_SEBACIDTD	transport of sebacic acid into cytosol (diffusion)
R_SEBCOACROT	production of sebacoyl carnitine
R_SEBCOAPET	thioesterification of sebacoylcoa for release into cytosol
R_Ser_Thrtg	Ser/Thr transport (from golgi to lysosome)
R_SERATB0tc	transport of L-Serine into the intestinal cells by ATB0 transporter
R_SFCYSc	Formation of sulfocysteine
R_SFCYSe	Exit of sulfocysteine into extra-cellular space
R_SPMTDe	SPMTDe transport
R_SPR	sepiapterin reductase
R_STCOATxc	transport of Stearoyl-CoA from cytosol to peroxisomes
R_STRDNCCOAtxc	transport of stearidonylcoa into peroxisomes.
R_SUBEACTD	transport of suberic acid into cytosol (diffusion)
R_SUBERCACT	transport of suberyl carnitine into cytosol
R_SUBERCROT	production of suberyl carnitine
R_SUBERICACT	activation of suberic acid for formation of suberyl carnitine
R_SUCCACT	activation of succinate
R_SUCCCROT	production of succinyl carnitine
R_SUCCOAPET	thioesterification of succinyl coa for release into cytosol
R_TAGt	triacylglycerol transport
R_TAUBETAtc	transport of taurine into the intestinal cells by beta transport system
R_TAUPAT1c	transport of taurine into the intestinal cells by PAT1
R_TAURCHAe	exit of taurine from the enterocytes
R_TETDEC2CRNe	trnasport of tetradecadienoyl carnitine into extra cellular space
R_TETDECE1CRNe	transport of tetradecenoyl carnitine into extra cellular space
R_THMATPe	thiamine exit from the neterocytes
R_THRATB0tc	Transport of L-Threonine into the intestinal cells by ATB0 transporter
R_THRPHELAT2tc	transport of L-Threonine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
R_TIGCRNe	transport of tiglyl carnitine into the extra cellular fluid
R_TRPATB0tc	transport of L-Tryptophan into the intestinal cells by ATB0 transporter
R_TTDCAFATPc	uptake of uptake of Hexadecanoate by the enterocytes by the enterocytes
R_TYRATB0tc	transport of L-Tyrosine into the intestinal cells by ATB0 transporter
R_TYRPHELAT2tc	transport of L-Tyrosine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
R_VALATB0tc	transport of L-Valine into the intestinal cells by ATB0 transporter
R_VALLAT1tc	transport of L-Valine by LAT1 in association with 4F2hc, across the apical surface of the memebranes and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
R_VALPHELAT2tc	transport of L-Valine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1
R_VITEtl	efflux of alpha-Tocopherol into the lyphatics in chylomicrons
R_VITKtl	transport of vit K into lymph
R_TR_thcholstmc	TR_thcholstmc
R_TR_HC00005	APOB Vesicular transport
R_TR_HC00009	APOE Vesicular transport
R_AG13T17g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_AG13T2g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus
R_C161CPT2	transport of Hexadecenoyl-CoA into mitochondrial matrix
R_C181CPT1	transport of Octadecenoyl-CoA into mitochondrial matrix
R_C181CPT2	transport of Octadecenoyl-CoA into mitochondrial matrix
R_C181CRNt	C181 transport into the mitochondria
R_G14T19g	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi
R_G14T3g	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi
R_MM5ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM5bg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM6ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM6B1bg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM6B2g	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM7Ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM7B1g	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM7B2g	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_OCTDECCACT	transport of Octadecenoyl-CoA into mitochondrial matrix
R_OCTDECCPT1	transport of Octadecenoyl-CoA into mitochondrial matrix
R_OCTDECCPT2	transport of Octadecenoyl-CoA into mitochondrial matrix
R_r1116	ATP Exporter (ATP-E) TCDB:9.A.6.1.1
R_S6T16g	galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus
R_S6T1g	galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus
R_TETPENT3CRNt	transport into the mitochondria (carnitine)
R_TETPENT6CRNt	transport into the mitochondria (carnitine)
R_EX_HC01610_LPAREN_e_RPAREN_	Exchange of CoproporphyrinogenI
R_EX_HC02179_LPAREN_e_RPAREN_	20-hydroxy-arachidonate exchange
R_EX_HC02176_LPAREN_e_RPAREN_	laurate exchange
R_EX_tdcrn	exchange reaction for myristoyl carnitine
R_DM_MNXM8_m	DM_MNXM8_m
R_DM_MNXM96415_m	DM_MNXM96415_m
R_DM_13_cis_oretn_n_	13-cis-oxo-retinoic acid demand
R_DM_13_cis_retn_n_	13-cis-retinoate demand
R_DM_1a25dhvitd3_LPAREN_n_RPAREN_	demand reaction for vitD3
R_DM_4abut_LPAREN_n_RPAREN_	Demand for 4-Aminobutanoate(n)
R_DM_4hrpo	Demand for trans-4-hydroxy-L-proline
R_DM_5hpet_LPAREN_r_RPAREN_	demand reaction for 5(S)-HPETE(1-)
R_DM_anth	Demand for anthranilate
R_DM_Asn_X_Ser_Thr_ly_	DM Asn-X-Ser/Thr(ly)
R_DM_avite1_c_	alpha-Tocopherol demand
R_DM_btn	Demand for biotin
R_DM_core5_g_	DM core5(g)
R_DM_core7_g_	DM core7(g)
R_DM_core8_g_	DM core8(g)
R_DM_datp_m_	dATP demand
R_DM_datp_n_	DM datp(n)
R_DM_dctp_m_	dCTP demand
R_DM_dctp_n_	DM dctp(n)
R_DM_dem2emgacpail_prot_hs_r_	DM dem2emgacpail prot hs(r)
R_DM_dgpi_prot_hs_r_	DM dgpi prot hs(r)
R_DM_dgtp_m_	DM dgtp(m)
R_DM_dgtp_n_	DM dgtp(n)
R_DM_dsT_antigen_g_	DM dsT antigen(g)
R_DM_dttp_m_	dTTP demand
R_DM_dttp_n_	DM dttp(n)
R_DM_ethamp_r_	Ethanolamine phosphate demand
R_DM_fol	Demand for folic aicd
R_DM_gncore2_g_	DM gncore2(g)
R_DM_gpi_sig_er_	DM gpi sig(er)
R_DM_hretn_n_	4 hydroxy retinoic acid demand
R_DM_kdn_c_	DM kdn(c)
R_DM_Lcystin	Demand for L-cystine
R_DM_melanin_c_	DM melanin(c)
R_DM_mem2emgacpail_prot_hs_r_	DM mem2emgacpail prot hs(r)
R_DM_n5m2masn_g_	DM n5m2masn(g)
R_DM_ncam	Demand for nicotinamide
R_DM_oretn_n_	4-oxo-retonoic acid demand
R_DM_pe_hs_LPAREN_r_RPAREN_	demand reaction for pe_hs[r]
R_DM_pmtcoa_LPAREN_r_RPAREN_	demand reaction for pmtcoa
R_DM_pnto_R	Demand for (R)-Pantothenate
R_DM_Ser_Gly_Ala_X_Gly_ly_	DM Ser-Gly/Ala-X-Gly(ly)
R_DM_Ser_Thr_ly_	DM Ser/Thr(ly)
R_DM_sTn_antigen_g_	DM sTn antigen(g)
R_DM_T_antigen_g_	DM T antigen(g)
R_DM_taur_LPAREN_c_RPAREN_	demand reaction for taurine
R_EX_10fthf_LPAREN_e_RPAREN_	10-Formyltetrahydrofolate exchange
R_EX_10fthf5glu_LPAREN_e_RPAREN_	10-formyltetrahydrofolate-[Glu](5) exchange
R_EX_10fthf6glu_LPAREN_e_RPAREN_	10-formyltetrahydrofolate-[Glu](6) exchange
R_EX_10fthf7glu_LPAREN_e_RPAREN_	10-formyltetrahydrofolate-[Glu](7) exchange
R_EX_11_cis_retfa_LPAREN_e_RPAREN_	fatty acid 11-cis-retinol exchange
R_EX_13_cis_retnglc_LPAREN_e_RPAREN_	13-cis-retinoyl glucuronide exchange
R_EX_1glyc_hs_LPAREN_e_RPAREN_	1 acyl phosphoglycerol exchange
R_EX_1mncam_LPAREN_e_RPAREN_	1-Methylnicotinamide exchange
R_EX_2425dhvitd2_LPAREN_e_RPAREN_	24R,25-Dihyoxyvitamin D2 exchange
R_EX_2425dhvitd3_LPAREN_e_RPAREN_	24R,25-Dihydroxyvitamin D3 exchange
R_EX_24nph_LPAREN_e_RPAREN_	2,4 dihydroxy nitrophenol exchange
R_EX_25hvitd2_LPAREN_e_RPAREN_	25-Hydroxyvitamin D2 exchange
R_EX_25hvitd3_LPAREN_e_RPAREN_	25-Hydroxyvitamin D3 exchange
R_EX_2hb_LPAREN_e_RPAREN_	2-Hydroxybutyrate exchange
R_EX_2mcit_LPAREN_e_RPAREN_	2-Methylcitrate exchange
R_EX_34dhoxpeg_LPAREN_e_RPAREN_	3,4-Dihydroxyphenylethyleneglycol exchange
R_EX_34dhphe_LPAREN_e_RPAREN_	3,4-Dihydroxy-L-phenylalanine exchange
R_EX_34hpp	Exchange of 3-(4-hydroxyphenyl)pyruvate
R_EX_35cgmp_LPAREN_e_RPAREN_	3',5'-Cyclic GMP exchange
R_EX_3aib_D_LPAREN_e_RPAREN_	D-3-Amino-isobutanoate exchange
R_EX_3aib_LPAREN_e_RPAREN_	L-3-Amino-isobutanoate exchange
R_EX_3bcrn	exchange reaction for 3-hydroxy butyryl carnitine
R_EX_3ddcrn	exchange reaction for 3-hydroxydodecanoyl carnitine
R_EX_3deccrn	exchange reaction for 3-hydroxydecanoyl carnitine
